Tiempo_s,Tx_X,Tx_Y,Tx_Z,Rx_X,Rx_Y,Rx_Z,Pot_W,Pot_dBm,delta_xy_m,delta_z_m,costo_J
87.750000,16.789,-168.532,85.014,25.877,-54.271,85.014,4.099529e-07,-33.873,0.251646,1.095010,4.303149
88.125000,24.244,-167.716,84.865,26.875,-58.720,84.865,4.982891e-07,-33.025,0.238807,1.092994,4.236763
88.500000,31.656,-166.572,84.715,26.458,-67.136,84.715,6.208442e-07,-32.070,0.221717,1.095957,4.160590
88.875000,39.011,-165.100,84.566,27.093,-69.534,84.566,7.376241e-07,-31.322,0.216861,1.097998,4.105550
89.250000,46.293,-163.305,84.416,27.149,-70.937,84.416,8.193620e-07,-30.865,0.214217,1.099167,4.072142
89.625000,53.488,-161.191,84.267,27.827,-70.180,84.267,8.808540e-07,-30.551,0.214601,1.098154,4.050256
90.000000,60.584,-158.760,84.117,28.526,-67.741,84.117,8.659699e-07,-30.625,0.217572,1.095384,4.056899
90.375000,67.565,-156.019,83.968,29.448,-62.719,83.968,7.478362e-07,-31.262,0.224924,1.091226,4.105321
90.750000,74.418,-152.973,83.818,31.375,-56.121,83.818,7.202361e-07,-31.425,0.235275,1.088858,4.122332
91.125000,81.131,-149.627,83.668,34.777,-47.733,83.668,6.346740e-07,-31.974,0.248768,1.089820,4.168159
91.500000,87.689,-145.989,83.519,36.767,-44.085,83.519,6.283503e-07,-32.018,0.253458,1.090481,4.173716
91.875000,94.081,-142.066,83.369,38.250,-41.391,83.369,6.514447e-07,-31.861,0.256419,1.090851,4.164300
92.250000,100.295,-137.866,83.220,39.583,-40.097,83.220,6.480358e-07,-31.884,0.256040,1.090167,4.165621
92.625000,106.317,-133.396,83.070,41.993,-41.485,83.070,7.064341e-07,-31.509,0.247552,1.087180,4.134640
93.000000,112.138,-128.666,82.921,46.516,-45.585,82.921,7.936656e-07,-31.004,0.231916,1.085471,4.090538
93.375000,117.744,-123.685,82.771,53.131,-52.101,82.771,9.093885e-07,-30.413,0.214132,1.092382,4.039592
93.750000,123.127,-118.462,82.622,52.109,-50.757,82.622,9.011821e-07,-30.452,0.216613,1.089888,4.043551
94.125000,128.276,-113.008,82.472,45.866,-43.495,82.472,7.550203e-07,-31.220,0.235346,1.083410,4.107379
94.500000,133.180,-107.334,82.323,42.312,-37.895,82.323,6.595714e-07,-31.807,0.252132,1.085506,4.157695
94.875000,137.831,-101.450,82.173,42.877,-35.552,82.173,6.575711e-07,-31.821,0.255222,1.085919,4.160255
95.250000,142.219,-95.368,82.024,45.319,-33.222,82.024,6.385443e-07,-31.948,0.253326,1.084689,4.168061
95.625000,146.337,-89.100,81.874,49.182,-30.693,81.874,6.406890e-07,-31.934,0.247703,1.082483,4.163852
96.000000,150.177,-82.658,81.725,54.473,-28.867,81.725,6.951456e-07,-31.579,0.237696,1.080371,4.133425
96.375000,153.732,-76.053,81.575,63.169,-26.788,81.575,7.793612e-07,-31.083,0.222468,1.082353,4.090274
96.750000,156.994,-69.300,81.426,68.259,-26.081,81.426,8.310217e-07,-30.804,0.214384,1.086585,4.066448
97.125000,159.958,-62.411,81.276,69.916,-25.624,81.276,9.342757e-07,-30.295,0.211905,1.088046,4.029504
97.500000,162.619,-55.398,81.127,71.807,-25.195,81.127,9.127885e-07,-30.396,0.209228,1.090115,4.035169
97.875000,164.970,-48.277,80.977,70.626,-24.578,80.977,8.590546e-07,-30.660,0.211052,1.087646,4.054449
98.250000,167.009,-41.059,80.828,69.144,-23.104,80.828,7.301447e-07,-31.366,0.213896,1.084529,4.105247
98.625000,168.732,-33.760,80.678,62.480,-21.265,80.678,5.778483e-07,-32.382,0.226549,1.077254,4.182974
99.000000,170.135,-26.392,80.529,58.186,-14.713,80.529,4.965459e-07,-33.040,0.239796,1.075507,4.236265
99.375000,171.215,-18.970,80.379,54.378,-9.443,80.379,4.363334e-07,-33.602,0.252996,1.077811,4.282824
99.750000,171.972,-11.509,80.230,50.064,10.300,80.230,4.054605e-07,-33.921,0.268845,1.082781,4.313649
100.125000,172.403,-4.021,80.080,44.318,24.893,80.080,4.054664e-07,-33.920,0.276957,1.082508,4.317485
