Tiempo_s,Tx_X,Tx_Y,Tx_Z,Rx_X,Rx_Y,Rx_Z,Pot_W,Pot_dBm,delta_xy_m,delta_z_m,costo_J
87.750000,16.789,-168.532,85.014,25.876,-54.270,85.014,4.099548e-07,-33.873,0.251648,1.095011,4.303149
88.125000,24.244,-167.716,84.865,26.873,-58.720,84.865,4.982892e-07,-33.025,0.238807,1.092994,4.236763
88.500000,31.656,-166.572,84.715,26.461,-67.134,84.715,6.208467e-07,-32.070,0.221720,1.095956,4.160590
88.875000,39.011,-165.100,84.566,27.094,-69.534,84.566,7.376232e-07,-31.322,0.216860,1.097999,4.105550
89.250000,46.293,-163.305,84.416,27.148,-70.938,84.416,8.193610e-07,-30.865,0.214217,1.099167,4.072142
89.625000,53.488,-161.191,84.267,27.827,-70.179,84.267,8.808546e-07,-30.551,0.214601,1.098153,4.050256
90.000000,60.584,-158.760,84.117,28.526,-67.740,84.117,8.659701e-07,-30.625,0.217572,1.095384,4.056899
90.375000,67.565,-156.019,83.968,29.448,-62.719,83.968,7.478360e-07,-31.262,0.224924,1.091226,4.105321
90.750000,74.418,-152.973,83.818,31.374,-56.123,83.818,7.202332e-07,-31.425,0.235273,1.088858,4.122332
91.125000,81.131,-149.627,83.668,34.777,-47.736,83.668,6.346639e-07,-31.975,0.248759,1.089818,4.168159
91.500000,87.689,-145.989,83.519,36.770,-44.085,83.519,6.283466e-07,-32.018,0.253454,1.090480,4.173716
91.875000,94.081,-142.066,83.369,38.251,-41.391,83.369,6.514412e-07,-31.861,0.256416,1.090850,4.164300
92.250000,100.295,-137.866,83.220,39.581,-40.097,83.220,6.480406e-07,-31.884,0.256044,1.090168,4.165621
92.625000,106.317,-133.396,83.070,41.992,-41.485,83.070,7.064364e-07,-31.509,0.247554,1.087180,4.134640
93.000000,112.138,-128.666,82.921,46.516,-45.585,82.921,7.936682e-07,-31.004,0.231918,1.085471,4.090538
93.375000,117.744,-123.685,82.771,53.133,-52.100,82.771,9.093870e-07,-30.413,0.214131,1.092383,4.039592
93.750000,123.127,-118.462,82.622,52.109,-50.757,82.622,9.011843e-07,-30.452,0.216614,1.089887,4.043551
94.125000,128.276,-113.008,82.472,45.865,-43.495,82.472,7.550215e-07,-31.220,0.235347,1.083410,4.107379
94.500000,133.180,-107.334,82.323,42.311,-37.895,82.323,6.595740e-07,-31.807,0.252134,1.085507,4.157695
94.875000,137.831,-101.450,82.173,42.877,-35.552,82.173,6.575713e-07,-31.821,0.255222,1.085919,4.160255
95.250000,142.219,-95.368,82.024,45.319,-33.222,82.024,6.385445e-07,-31.948,0.253326,1.084689,4.168061
95.625000,146.337,-89.100,81.874,49.181,-30.694,81.874,6.406899e-07,-31.934,0.247703,1.082483,4.163852
96.000000,150.177,-82.658,81.725,54.471,-28.866,81.725,6.951510e-07,-31.579,0.237700,1.080371,4.133425
96.375000,153.732,-76.053,81.575,63.169,-26.789,81.575,7.793614e-07,-31.083,0.222468,1.082353,4.090274
96.750000,156.994,-69.300,81.426,68.259,-26.080,81.426,8.310216e-07,-30.804,0.214384,1.086585,4.066448
97.125000,159.958,-62.411,81.276,69.916,-25.624,81.276,9.342756e-07,-30.295,0.211905,1.088046,4.029504
97.500000,162.619,-55.398,81.127,71.806,-25.196,81.127,9.127887e-07,-30.396,0.209228,1.090115,4.035169
97.875000,164.970,-48.277,80.977,70.628,-24.578,80.977,8.590504e-07,-30.660,0.211049,1.087649,4.054449
98.250000,167.009,-41.059,80.828,69.143,-23.106,80.828,7.301451e-07,-31.366,0.213897,1.084529,4.105247
98.625000,168.732,-33.760,80.678,62.479,-21.264,80.678,5.778502e-07,-32.382,0.226551,1.077253,4.182974
99.000000,170.135,-26.392,80.529,58.186,-14.715,80.529,4.965453e-07,-33.040,0.239796,1.075507,4.236265
99.375000,171.215,-18.970,80.379,54.382,-9.445,80.379,4.363217e-07,-33.602,0.252982,1.077807,4.282824
99.750000,171.972,-11.509,80.230,50.066,10.298,80.230,4.054551e-07,-33.921,0.268837,1.082778,4.313649
100.125000,172.403,-4.021,80.080,44.327,24.885,80.080,4.054476e-07,-33.921,0.276929,1.082499,4.317485
